"year","idcultivo","cultivo","cve_ent","entidad","sexo","benef_total","monto_total","im","gm","imn","tipo","count_tipo"
2023,15080000,"Miel abeja","22","Querétaro","M",16.0,99200.0,20.8382,"Bajo",0.766619,"B",1
2023,15080000,"Miel abeja","23","Quintana Roo","H",884.0,5480800.0,20.6289,"Medio",0.758918,"A",3
2023,15080000,"Miel abeja","23","Quintana Roo","M",944.0,5852800.0,20.6289,"Medio",0.758918,"A",3
2023,15080000,"Miel abeja","23","Quintana Roo","H",174.0,1078800.0,20.6289,"Medio",0.758918,"No aplica",0
2023,15080000,"Miel abeja","23","Quintana Roo","M",211.0,1308200.0,20.6289,"Medio",0.758918,"No aplica",0
2023,15080000,"Miel abeja","23","Quintana Roo","H",306.0,1897200.0,20.6289,"Medio",0.758918,"B",2
2023,15080000,"Miel abeja","23","Quintana Roo","M",306.0,1897200.0,20.6289,"Medio",0.758918,"B",2
2023,15080000,"Miel abeja","24","San Luis Potosí","H",295.0,1829000.0,18.688,"Medio",0.687516,"No aplica",0
2023,15080000,"Miel abeja","24","San Luis Potosí","M",101.0,626200.0,18.688,"Medio",0.687516,"No aplica",0
2023,15080000,"Miel abeja","24","San Luis Potosí","H",202.0,1252400.0,18.688,"Medio",0.687516,"A",5
2023,15080000,"Miel abeja","24","San Luis Potosí","M",139.0,861800.0,18.688,"Medio",0.687516,"A",5
2023,15080000,"Miel abeja","24","San Luis Potosí","H",279.0,1729800.0,18.688,"Medio",0.687516,"B",4
2023,15080000,"Miel abeja","24","San Luis Potosí","M",150.0,930000.0,18.688,"Medio",0.687516,"B",3
2023,15080000,"Miel abeja","25","Sinaloa","H",211.0,1308200.0,20.5099,"Medio",0.75454,"No aplica",0
2023,15080000,"Miel abeja","25","Sinaloa","M",63.0,390600.0,20.5099,"Medio",0.75454,"No aplica",0
2023,15080000,"Miel abeja","26","Sonora","H",317.0,1965400.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,15080000,"Miel abeja","26","Sonora","M",145.0,899000.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,15080000,"Miel abeja","27","Tabasco","H",46.0,285200.0,18.3325,"Alto",0.674435,"No aplica",0
2023,15080000,"Miel abeja","27","Tabasco","M",31.0,192200.0,18.3325,"Alto",0.674435,"No aplica",0
2023,15080000,"Miel abeja","28","Tamaulipas","H",639.0,3961800.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,15080000,"Miel abeja","28","Tamaulipas","M",314.0,1946800.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,15080000,"Miel abeja","29","Tlaxcala","H",482.0,2988400.0,19.8707,"Medio",0.731027,"No aplica",0
2023,15080000,"Miel abeja","29","Tlaxcala","M",277.0,1717400.0,19.8707,"Medio",0.731027,"No aplica",0
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","H",1736.0,10974000.0,16.4142,"Alto",0.603863,"No aplica",0
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","M",964.0,6076000.0,16.4142,"Alto",0.603863,"No aplica",0
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","H",314.0,1953000.0,16.4142,"Alto",0.603863,"B",8
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","H",554.0,3478200.0,16.4142,"Alto",0.603863,"A",15
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","M",420.0,2635000.0,16.4142,"Alto",0.603863,"A",16
2023,15080000,"Miel abeja","30","Veracruz de Ignacio de la Llave","M",368.0,2281600.0,16.4142,"Alto",0.603863,"B",4
2023,15080000,"Miel abeja","31","Yucatán","H",7706.0,47783400.0,17.5122,"Alto",0.644259,"A",66
2023,15080000,"Miel abeja","31","Yucatán","M",7441.0,46134200.0,17.5122,"Alto",0.644259,"A",66
2023,15080000,"Miel abeja","31","Yucatán","H",2031.0,12592200.0,17.5122,"Alto",0.644259,"B",23
2023,15080000,"Miel abeja","31","Yucatán","M",860.0,5332000.0,17.5122,"Alto",0.644259,"B",20
2023,15080000,"Miel abeja","31","Yucatán","H",734.0,4550800.0,17.5122,"Alto",0.644259,"No aplica",0
2023,15080000,"Miel abeja","31","Yucatán","M",255.0,1581000.0,17.5122,"Alto",0.644259,"No aplica",0
2023,15080000,"Miel abeja","32","Zacatecas","H",723.0,4612800.0,19.4972,"Medio",0.717286,"No aplica",0
2023,15080000,"Miel abeja","32","Zacatecas","M",248.0,1618200.0,19.4972,"Medio",0.717286,"No aplica",0
2023,15090000,"Milpa","01","Aguascalientes","M",34.0,275200.0,22.2057,"Muy bajo",0.816929,"No aplica",0
2023,15090000,"Milpa","01","Aguascalientes","H",91.0,765300.0,22.2057,"Muy bajo",0.816929,"No aplica",0
2023,15090000,"Milpa","02","Baja California","H",2.0,12000.0,21.3803,"Bajo",0.786563,"No aplica",0
2023,15090000,"Milpa","03","Baja California Sur","H",1.0,6000.0,21.4734,"Bajo",0.789987,"No aplica",0
2023,15090000,"Milpa","04","Campeche","H",135.0,810000.0,17.8051,"Alto",0.655032,"A",1
2023,15090000,"Milpa","04","Campeche","M",108.0,648000.0,17.8051,"Alto",0.655032,"A",1
2023,15090000,"Milpa","04","Campeche","H",782.0,5790400.0,17.8051,"Alto",0.655032,"No aplica",0
2023,15090000,"Milpa","04","Campeche","M",572.0,4236200.0,17.8051,"Alto",0.655032,"No aplica",0
2023,15090000,"Milpa","04","Campeche","H",466.0,2884800.0,17.8051,"Alto",0.655032,"B",4
2023,15090000,"Milpa","04","Campeche","M",874.0,5307000.0,17.8051,"Alto",0.655032,"B",4
2023,15090000,"Milpa","06","Colima","H",9.0,68400.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,15090000,"Milpa","06","Colima","M",11.0,121200.0,21.5323,"Bajo",0.792156,"No aplica",0
2023,15090000,"Milpa","07","Chiapas","H",4730.0,31556600.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,15090000,"Milpa","07","Chiapas","M",5487.0,34545800.0,11.9987,"Muy alto",0.44142,"No aplica",0
2023,15090000,"Milpa","07","Chiapas","H",60217.0,373450800.0,11.9987,"Muy alto",0.44142,"A",32
2023,15090000,"Milpa","07","Chiapas","M",40061.0,247763500.0,11.9987,"Muy alto",0.44142,"A",32
2023,15090000,"Milpa","07","Chiapas","H",16045.0,98256000.0,11.9987,"Muy alto",0.44142,"B",13
2023,15090000,"Milpa","07","Chiapas","M",13995.0,85904000.0,11.9987,"Muy alto",0.44142,"B",13
2023,15090000,"Milpa","08","Chihuahua","H",11550.0,78296000.0,20.0153,"Medio",0.736344,"No aplica",0
2023,15090000,"Milpa","08","Chihuahua","M",8609.0,54259200.0,20.0153,"Medio",0.736344,"No aplica",0
2023,15090000,"Milpa","08","Chihuahua","H",6818.0,41037200.0,20.0153,"Medio",0.736344,"B",5
2023,15090000,"Milpa","08","Chihuahua","M",8715.0,52410400.0,20.0153,"Medio",0.736344,"B",5
2023,15090000,"Milpa","09","Ciudad de México","H",1764.0,10614300.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,15090000,"Milpa","09","Ciudad de México","M",1561.0,9412400.0,23.1431,"Muy bajo",0.851415,"No aplica",0
2023,15090000,"Milpa","10","Durango","M",12.0,126000.0,18.4727,"Alto",0.679596,"No aplica",0
2023,15090000,"Milpa","10","Durango","H",734.0,4404000.0,18.4727,"Alto",0.679596,"A",1
2023,15090000,"Milpa","10","Durango","M",1360.0,8166000.0,18.4727,"Alto",0.679596,"A",1
2023,15090000,"Milpa","10","Durango","H",5.0,30000.0,18.4727,"Alto",0.679596,"No aplica",0
2023,15090000,"Milpa","11","Guanajuato","H",25721.0,196683900.0,19.4195,"Medio",0.714425,"No aplica",0
2023,15090000,"Milpa","11","Guanajuato","M",14145.0,106434000.0,19.4195,"Medio",0.714425,"No aplica",0
2023,15090000,"Milpa","12","Guerrero","H",3422.0,21763800.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,15090000,"Milpa","12","Guerrero","M",3274.0,20402300.0,10.9892,"Muy alto",0.404281,"No aplica",0
2023,15090000,"Milpa","12","Guerrero","H",39083.0,234781600.0,10.9892,"Muy alto",0.404281,"A",17
2023,15090000,"Milpa","12","Guerrero","M",66356.0,398569600.0,10.9892,"Muy alto",0.404281,"A",17
2023,15090000,"Milpa","12","Guerrero","H",5313.0,32006000.0,10.9892,"Muy alto",0.404281,"B",6
2023,15090000,"Milpa","12","Guerrero","M",6916.0,41596000.0,10.9892,"Muy alto",0.404281,"B",6
2023,15090000,"Milpa","13","Hidalgo","H",21055.0,137410900.0,18.0532,"Alto",0.664161,"No aplica",0
2023,15090000,"Milpa","13","Hidalgo","M",9585.0,61420600.0,18.0532,"Alto",0.664161,"No aplica",0
2023,15090000,"Milpa","13","Hidalgo","H",7798.0,48563600.0,18.0532,"Alto",0.664161,"B",12
2023,15090000,"Milpa","13","Hidalgo","M",5356.0,33290300.0,18.0532,"Alto",0.664161,"B",12
2023,15090000,"Milpa","13","Hidalgo","H",9277.0,57595500.0,18.0532,"Alto",0.664161,"A",11
2023,15090000,"Milpa","13","Hidalgo","M",5751.0,35010700.0,18.0532,"Alto",0.664161,"A",11
2023,15090000,"Milpa","14","Jalisco","M",2564.0,16374300.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,15090000,"Milpa","14","Jalisco","H",3808.0,25387900.0,21.8151,"Bajo",0.80256,"No aplica",0
2023,15090000,"Milpa","14","Jalisco","H",3.0,30000.0,21.8151,"Bajo",0.80256,"B",1
2023,15090000,"Milpa","14","Jalisco","H",900.0,5406000.0,21.8151,"Bajo",0.80256,"A",1
2023,15090000,"Milpa","14","Jalisco","M",418.0,2508000.0,21.8151,"Bajo",0.80256,"A",1
2023,15090000,"Milpa","15","México","H",4074.0,27023300.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,15090000,"Milpa","15","México","M",1785.0,11447900.0,20.8036,"Bajo",0.765348,"No aplica",0
2023,15090000,"Milpa","15","México","H",58.0,348000.0,20.8036,"Bajo",0.765348,"B",2
2023,15090000,"Milpa","15","México","M",40.0,240000.0,20.8036,"Bajo",0.765348,"B",2
2023,15090000,"Milpa","16","Michoacán de Ocampo","H",11055.0,85287200.0,18.2808,"Alto",0.672536,"No aplica",0
2023,15090000,"Milpa","16","Michoacán de Ocampo","M",6004.0,44045400.0,18.2808,"Alto",0.672536,"No aplica",0
2023,15090000,"Milpa","16","Michoacán de Ocampo","H",2130.0,13936700.0,18.2808,"Alto",0.672536,"B",8
2023,15090000,"Milpa","16","Michoacán de Ocampo","M",1840.0,11350900.0,18.2808,"Alto",0.672536,"B",8
2023,15090000,"Milpa","17","Morelos","M",18.0,108000.0,19.8139,"Medio",0.728938,"No aplica",0
2023,15090000,"Milpa","17","Morelos","H",76.0,471600.0,19.8139,"Medio",0.728938,"No aplica",0
2023,15090000,"Milpa","18","Nayarit","H",284.0,1808400.0,17.516,"Alto",0.644397,"No aplica",0
2023,15090000,"Milpa","18","Nayarit","M",131.0,811200.0,17.516,"Alto",0.644397,"No aplica",0
2023,15090000,"Milpa","18","Nayarit","H",477.0,2862000.0,17.516,"Alto",0.644397,"A",1
2023,15090000,"Milpa","18","Nayarit","M",435.0,2613600.0,17.516,"Alto",0.644397,"A",1
2023,15090000,"Milpa","18","Nayarit","H",78.0,534000.0,17.516,"Alto",0.644397,"B",1
2023,15090000,"Milpa","18","Nayarit","M",153.0,936000.0,17.516,"Alto",0.644397,"B",1
2023,15090000,"Milpa","19","Nuevo León","H",404.0,2608400.0,23.4443,"Muy bajo",0.862496,"No aplica",0
2023,15090000,"Milpa","19","Nuevo León","M",65.0,431700.0,23.4443,"Muy bajo",0.862496,"No aplica",0
2023,15090000,"Milpa","20","Oaxaca","H",34104.0,206019500.0,13.2164,"Muy alto",0.48622,"A",202
2023,15090000,"Milpa","20","Oaxaca","M",37159.0,223798200.0,13.2164,"Muy alto",0.48622,"A",197
2023,15090000,"Milpa","20","Oaxaca","M",9613.0,59504800.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,15090000,"Milpa","20","Oaxaca","H",13212.0,84682200.0,13.2164,"Muy alto",0.48622,"No aplica",0
2023,15090000,"Milpa","20","Oaxaca","H",3967.0,24542100.0,13.2164,"Muy alto",0.48622,"B",38
2023,15090000,"Milpa","20","Oaxaca","M",4056.0,24669400.0,13.2164,"Muy alto",0.48622,"B",35
2023,15090000,"Milpa","21","Puebla","H",4196.0,27693500.0,17.7216,"Alto",0.651962,"No aplica",0
2023,15090000,"Milpa","21","Puebla","M",3425.0,21585300.0,17.7216,"Alto",0.651962,"No aplica",0
2023,15090000,"Milpa","21","Puebla","H",2069.0,12450800.0,17.7216,"Alto",0.651962,"B",13
2023,15090000,"Milpa","21","Puebla","M",5325.0,32004000.0,17.7216,"Alto",0.651962,"B",11
2023,15090000,"Milpa","21","Puebla","H",4734.0,28583400.0,17.7216,"Alto",0.651962,"A",33
2023,15090000,"Milpa","21","Puebla","M",6423.0,38712600.0,17.7216,"Alto",0.651962,"A",34
2023,15090000,"Milpa","22","Querétaro","H",11470.0,77883400.0,20.8382,"Bajo",0.766619,"No aplica",0
2023,15090000,"Milpa","22","Querétaro","M",6236.0,42048300.0,20.8382,"Bajo",0.766619,"No aplica",0
2023,15090000,"Milpa","22","Querétaro","H",306.0,1928400.0,20.8382,"Bajo",0.766619,"B",1
2023,15090000,"Milpa","22","Querétaro","M",161.0,1029200.0,20.8382,"Bajo",0.766619,"B",1
2023,15090000,"Milpa","23","Quintana Roo","H",13618.0,88966800.0,20.6289,"Medio",0.758918,"A",3
2023,15090000,"Milpa","23","Quintana Roo","M",5467.0,34392800.0,20.6289,"Medio",0.758918,"A",3
2023,15090000,"Milpa","23","Quintana Roo","H",1890.0,13325400.0,20.6289,"Medio",0.758918,"No aplica",0
2023,15090000,"Milpa","23","Quintana Roo","M",1593.0,11216600.0,20.6289,"Medio",0.758918,"No aplica",0
2023,15090000,"Milpa","23","Quintana Roo","H",2961.0,19515600.0,20.6289,"Medio",0.758918,"B",2
2023,15090000,"Milpa","23","Quintana Roo","M",2655.0,17215600.0,20.6289,"Medio",0.758918,"B",2
2023,15090000,"Milpa","24","San Luis Potosí","H",20976.0,161853000.0,18.688,"Medio",0.687516,"No aplica",0
2023,15090000,"Milpa","24","San Luis Potosí","M",8243.0,65804600.0,18.688,"Medio",0.687516,"No aplica",0
2023,15090000,"Milpa","24","San Luis Potosí","H",589.0,3545400.0,18.688,"Medio",0.687516,"A",9
2023,15090000,"Milpa","24","San Luis Potosí","M",365.0,2197200.0,18.688,"Medio",0.687516,"A",9
2023,15090000,"Milpa","24","San Luis Potosí","H",924.0,5629100.0,18.688,"Medio",0.687516,"B",5
2023,15090000,"Milpa","24","San Luis Potosí","M",702.0,4254000.0,18.688,"Medio",0.687516,"B",4
2023,15090000,"Milpa","25","Sinaloa","M",2250.0,21467000.0,20.5099,"Medio",0.75454,"No aplica",0
2023,15090000,"Milpa","25","Sinaloa","H",3098.0,29771800.0,20.5099,"Medio",0.75454,"No aplica",0
2023,15090000,"Milpa","26","Sonora","H",40.0,318000.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,15090000,"Milpa","26","Sonora","M",13.0,112000.0,21.4056,"Bajo",0.787495,"No aplica",0
2023,15090000,"Milpa","27","Tabasco","H",303.0,1853800.0,18.3325,"Alto",0.674435,"No aplica",0
2023,15090000,"Milpa","27","Tabasco","M",197.0,1217100.0,18.3325,"Alto",0.674435,"No aplica",0
2023,15090000,"Milpa","28","Tamaulipas","M",39.0,404100.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,15090000,"Milpa","28","Tamaulipas","H",75.0,687000.0,20.9966,"Bajo",0.772446,"No aplica",0
2023,15090000,"Milpa","29","Tlaxcala","M",675.0,5027100.0,19.8707,"Medio",0.731027,"No aplica",0
2023,15090000,"Milpa","29","Tlaxcala","H",1545.0,11749100.0,19.8707,"Medio",0.731027,"No aplica",0
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","H",3405.0,21982900.0,16.4142,"Alto",0.603863,"No aplica",0
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","M",1239.0,7993400.0,16.4142,"Alto",0.603863,"No aplica",0
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","H",3375.0,20543000.0,16.4142,"Alto",0.603863,"A",28
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","M",5251.0,31770000.0,16.4142,"Alto",0.603863,"A",26
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","H",1352.0,8339600.0,16.4142,"Alto",0.603863,"B",12
2023,15090000,"Milpa","30","Veracruz de Ignacio de la Llave","M",1257.0,7620000.0,16.4142,"Alto",0.603863,"B",11
2023,15090000,"Milpa","31","Yucatán","H",4983.0,30322900.0,17.5122,"Alto",0.644259,"A",46
2023,15090000,"Milpa","31","Yucatán","M",1223.0,7390000.0,17.5122,"Alto",0.644259,"A",36
2023,15090000,"Milpa","31","Yucatán","H",385.0,2310000.0,17.5122,"Alto",0.644259,"B",13
2023,15090000,"Milpa","31","Yucatán","M",55.0,330000.0,17.5122,"Alto",0.644259,"B",8
2023,15090000,"Milpa","31","Yucatán","H",114.0,684000.0,17.5122,"Alto",0.644259,"No aplica",0
2023,15090000,"Milpa","31","Yucatán","M",28.0,168000.0,17.5122,"Alto",0.644259,"No aplica",0
2023,15090000,"Milpa","32","Zacatecas","H",3865.0,32655400.0,19.4972,"Medio",0.717286,"No aplica",0
2023,15090000,"Milpa","32","Zacatecas","M",1241.0,10696200.0,19.4972,"Medio",0.717286,"No aplica",0
