"cultivo","cve_ent","entidad","cve_mun","municipio","productores","escenario_marginacion","escenario_precio","latitud","longitud","im","gm","imn"
"Frijol","20","Oaxaca","001","Abejones",123,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","16","Michoacán de Ocampo","001","Acuitzio",22,0.0,0.0,19.4738,-101.342,55.5208,"Bajo",0.869379
"Frijol","13","Hidalgo","001","Acatlán",21,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","20","Oaxaca","001","Abejones",9,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",56,89795.6,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","28","Tamaulipas","001","Abasolo",113,0.0,0.0,24.0608,-98.3743,56.328,"Bajo",0.882019
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",73,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","20","Oaxaca","001","Abejones",122,23635.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",115,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",5,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",76,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","21","Puebla","001","Acajete",232,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","15","México","001","Acambay de Ruíz Castañeda",7,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","20","Oaxaca","001","Abejones",7,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","07","Chiapas","001","Acacoyagua",688,0.0,0.0,15.341,-92.6746,53.2908,"Medio",0.83446
"Frijol","13","Hidalgo","001","Acatlán",18,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","20","Oaxaca","001","Abejones",107,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",37,29681.5,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",28,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","32","Zacatecas","001","Apozol",1637,0.0,0.0,21.4709,-103.091,55.8369,"Bajo",0.874329
"Frijol","31","Yucatán","001","Abalá",2,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","20","Oaxaca","001","Abejones",54,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",81,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","32","Zacatecas","001","Apozol",241,0.0,0.0,21.4709,-103.091,55.8369,"Bajo",0.874329
"Frijol","21","Puebla","001","Acajete",286,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","20","Oaxaca","001","Abejones",169,452461.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",97,310228.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","11","Guanajuato","001","Abasolo",738,0.0,0.0,20.4509,-101.528,55.5403,"Bajo",0.869683
"Frijol","20","Oaxaca","001","Abejones",166,164781.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","17","Morelos","001","Amacuzac",62,0.0,0.0,18.6,-99.3695,55.5939,"Bajo",0.870522
"Frijol","21","Puebla","001","Acajete",4,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","20","Oaxaca","001","Abejones",179,267598.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",14,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",14,28130.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","31","Yucatán","001","Abalá",4,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","20","Oaxaca","001","Abejones",1,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",161,306978.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",72,223842.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",23,8427.4,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",65,146552.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","31","Yucatán","001","Abalá",50,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","21","Puebla","001","Acajete",590,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","16","Michoacán de Ocampo","001","Acuitzio",14,0.0,0.0,19.4738,-101.342,55.5208,"Bajo",0.869379
"Frijol","20","Oaxaca","001","Abejones",205,147627.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","17","Morelos","001","Amacuzac",41,0.0,0.0,18.6,-99.3695,55.5939,"Bajo",0.870522
"Frijol","32","Zacatecas","001","Apozol",16,0.0,0.0,21.4709,-103.091,55.8369,"Bajo",0.874329
"Frijol","21","Puebla","001","Acajete",8,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","21","Puebla","001","Acajete",11,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","31","Yucatán","001","Abalá",42,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","11","Guanajuato","001","Abasolo",141,0.0,0.0,20.4509,-101.528,55.5403,"Bajo",0.869683
"Frijol","32","Zacatecas","001","Apozol",2878,0.0,0.0,21.4709,-103.091,55.8369,"Bajo",0.874329
"Frijol","20","Oaxaca","001","Abejones",94,80953.5,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","21","Puebla","001","Acajete",926,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","20","Oaxaca","001","Abejones",15,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","21","Puebla","001","Acajete",12,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","20","Oaxaca","001","Abejones",5,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","13","Hidalgo","001","Acatlán",279,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","20","Oaxaca","001","Abejones",204,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",40,104283.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","16","Michoacán de Ocampo","001","Acuitzio",243,0.0,0.0,19.4738,-101.342,55.5208,"Bajo",0.869379
"Frijol","21","Puebla","001","Acajete",168,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","13","Hidalgo","001","Acatlán",186,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","04","Campeche","001","Calkiní",115,0.0,0.0,20.3712,-90.0507,55.3813,"Bajo",0.867194
"Frijol","17","Morelos","001","Amacuzac",71,0.0,0.0,18.6,-99.3695,55.5939,"Bajo",0.870522
"Frijol","20","Oaxaca","001","Abejones",26,59406.5,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","21","Puebla","001","Acajete",5,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","16","Michoacán de Ocampo","001","Acuitzio",8,0.0,0.0,19.4738,-101.342,55.5208,"Bajo",0.869379
"Frijol","20","Oaxaca","001","Abejones",9,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",29,18207.7,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",11,2465.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",16,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",23,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",77,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","20","Oaxaca","001","Abejones",220,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","27","Tabasco","001","Balancán",35,0.0,0.0,17.8004,-91.5338,53.9658,"Medio",0.84503
"Frijol","31","Yucatán","001","Abalá",68,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","20","Oaxaca","001","Abejones",4,0.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","27","Tabasco","001","Balancán",362,0.0,0.0,17.8004,-91.5338,53.9658,"Medio",0.84503
"Frijol","13","Hidalgo","001","Acatlán",407,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",37,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","13","Hidalgo","001","Acatlán",309,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","21","Puebla","001","Acajete",341,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","32","Zacatecas","001","Apozol",5,0.0,0.0,21.4709,-103.091,55.8369,"Bajo",0.874329
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",27,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","20","Oaxaca","001","Abejones",129,533935.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","24","San Luis Potosí","001","Ahualulco del Sonido 13",226,0.0,0.0,22.4001,-101.167,52.7831,"Medio",0.826511
"Frijol","21","Puebla","001","Acajete",113,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",77,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","15","México","001","Acambay de Ruíz Castañeda",296,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","21","Puebla","001","Acajete",22,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","21","Puebla","001","Acajete",217,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","07","Chiapas","001","Acacoyagua",1152,0.0,0.0,15.341,-92.6746,53.2908,"Medio",0.83446
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",100,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","13","Hidalgo","001","Acatlán",256,0.0,0.0,20.1458,-98.4384,53.8667,"Medio",0.843478
"Frijol","24","San Luis Potosí","001","Ahualulco del Sonido 13",288,0.0,0.0,22.4001,-101.167,52.7831,"Medio",0.826511
"Frijol","15","México","001","Acambay de Ruíz Castañeda",234,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","15","México","001","Acambay de Ruíz Castañeda",4,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","04","Campeche","001","Calkiní",110,0.0,0.0,20.3712,-90.0507,55.3813,"Bajo",0.867194
"Frijol","31","Yucatán","001","Abalá",214,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","31","Yucatán","001","Abalá",49,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","21","Puebla","001","Acajete",114,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","31","Yucatán","001","Abalá",35,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","07","Chiapas","001","Acacoyagua",728,0.0,0.0,15.341,-92.6746,53.2908,"Medio",0.83446
"Frijol","20","Oaxaca","001","Abejones",45,18923.9,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
"Frijol","31","Yucatán","001","Abalá",15,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","31","Yucatán","001","Abalá",21,0.0,0.0,20.6476,-89.6809,52.0644,"Alto",0.815256
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",189,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","24","San Luis Potosí","001","Ahualulco del Sonido 13",99,0.0,0.0,22.4001,-101.167,52.7831,"Medio",0.826511
"Frijol","15","México","001","Acambay de Ruíz Castañeda",293,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","21","Puebla","001","Acajete",1043,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","11","Guanajuato","001","Abasolo",1644,0.0,0.0,20.4509,-101.528,55.5403,"Bajo",0.869683
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",5,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","24","San Luis Potosí","001","Ahualulco del Sonido 13",525,0.0,0.0,22.4001,-101.167,52.7831,"Medio",0.826511
"Frijol","21","Puebla","001","Acajete",29,0.0,0.0,19.1049,-97.9527,54.187,"Medio",0.848494
"Frijol","30","Veracruz de Ignacio de la Llave","001","Acajete",37,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Frijol","15","México","001","Acambay de Ruíz Castañeda",12,0.0,0.0,19.9562,-99.844,52.775,"Medio",0.826384
"Frijol","27","Tabasco","001","Balancán",440,0.0,0.0,17.8004,-91.5338,53.9658,"Medio",0.84503
"Frijol","20","Oaxaca","001","Abejones",112,486855.0,0.0,17.4358,-96.6082,52.0519,"Alto",0.815061
