"cultivo","cve_ent","entidad","cve_mun","municipio","productores","escenario_marginacion","escenario_precio","latitud","longitud","im","gm","imn"
"Maíz","21","Puebla","120","San Antonio Cañada",168,0.0,0.0,18.4973,-97.29,50.1661,"Alto",0.785531
"Maíz","30","Veracruz de Ignacio de la Llave","074","Huiloapan de Cuauhtémoc",13,0.0,0.0,18.8166,-97.1559,55.619,"Bajo",0.870916
"Maíz","30","Veracruz de Ignacio de la Llave","105","Medellín de Bravo",197,0.0,0.0,19.0592,-96.1582,58.2768,"Muy bajo",0.912533
"Maíz","30","Veracruz de Ignacio de la Llave","002","Acatlán",71,0.0,0.0,19.6969,-96.8422,54.3811,"Medio",0.851533
"Maíz","30","Veracruz de Ignacio de la Llave","100","Manlio Fabio Altamirano",611,0.0,0.0,19.0944,-96.3332,55.4009,"Bajo",0.867501
"Maíz","30","Veracruz de Ignacio de la Llave","181","Tlalixcoyan",375,0.0,0.0,18.8022,-96.0609,54.0409,"Medio",0.846205
"Maíz","20","Oaxaca","379","Santa Cruz Nundaco",226,0.0,0.0,17.1741,-97.7232,51.6826,"Alto",0.809277
"Maíz","07","Chiapas","101","Tuxtla Gutiérrez",350,0.0,0.0,16.754,-93.1152,58.3459,"Muy bajo",0.913616
"Maíz","30","Veracruz de Ignacio de la Llave","090","Jamapa",218,0.0,0.0,19.042,-96.2406,54.4143,"Medio",0.852053
"Maíz","30","Veracruz de Ignacio de la Llave","075","Ignacio de la Llave",366,0.0,0.0,18.7243,-95.9856,51.6037,"Alto",0.808043
"Maíz","20","Oaxaca","218","San Juan Teita",114,0.0,0.0,17.0953,-97.4143,51.7913,"Alto",0.810979
"Maíz","30","Veracruz de Ignacio de la Llave","049","Cotaxtla",1266,0.0,0.0,18.8355,-96.3954,53.5498,"Medio",0.838515
"Maíz","07","Chiapas","110","San Lucas",1107,0.0,0.0,16.6116,-92.7193,50.3962,"Alto",0.789134
"Maíz","07","Chiapas","063","Osumacinta",345,0.0,0.0,16.9355,-93.0913,54.564,"Medio",0.854396
"Maíz","30","Veracruz de Ignacio de la Llave","148","Soledad de Doblado",1276,0.0,0.0,19.0447,-96.4233,55.2507,"Bajo",0.86515
"Maíz","07","Chiapas","079","San Fernando",1768,0.0,0.0,16.8717,-93.2063,53.2467,"Medio",0.833769
"Maíz","30","Veracruz de Ignacio de la Llave","011","Alvarado",32,0.0,0.0,18.7743,-95.7639,57.5605,"Muy bajo",0.901317
"Maíz","12","Guerrero","025","Cuautepec",2242,86177300.0,0.0,16.749,-99.0015,47.3226,"Muy alto",0.741005
"Maíz","12","Guerrero","031","General Canuto A. Neri",770,21543500.0,0.0,18.4185,-100.072,48.0118,"Muy alto",0.751798
"Maíz","30","Veracruz de Ignacio de la Llave","081","Ixhuatlancillo",35,0.0,0.0,18.8979,-97.1489,55.2328,"Bajo",0.864868
"Maíz","30","Veracruz de Ignacio de la Llave","007","Camarón de Tejeda",179,0.0,0.0,19.0212,-96.615,53.0588,"Medio",0.830828
"Maíz","07","Chiapas","123","Emiliano Zapata",1382,0.0,0.0,16.5392,-92.8967,53.2021,"Medio",0.833071
"Maíz","07","Chiapas","098","Totolapa",1477,0.0,0.0,16.5447,-92.6804,49.5923,"Alto",0.776546
"Maíz","20","Oaxaca","444","Santa María Yolotepec",105,0.0,0.0,16.8768,-97.5053,53.7291,"Medio",0.841322
"Maíz","07","Chiapas","085","Soyaló",1219,0.0,0.0,16.891,-92.9253,52.4575,"Alto",0.821411
"Maíz","30","Veracruz de Ignacio de la Llave","115","Nogales",518,0.0,0.0,18.8225,-97.1626,55.8554,"Bajo",0.874617
"Maíz","25","Sinaloa","011","Guasave",19,0.0,0.0,25.5655,-108.472,57.4289,"Muy bajo",0.899257
"Maíz","25","Sinaloa","001","Ahome",3,0.0,0.0,25.7834,-108.994,58.6651,"Muy bajo",0.918614
"Maíz","07","Chiapas","002","Acala",1425,0.0,0.0,16.5517,-92.8075,53.3009,"Medio",0.834619
"Maíz","07","Chiapas","029","Chicoasén",616,0.0,0.0,16.9673,-93.1052,53.4111,"Medio",0.836344
"Maíz","12","Guerrero","043","Metlatónoc",2955,18477100.0,0.0,17.1954,-98.4071,42.351,"Muy alto",0.663158
"Maíz","07","Chiapas","086","Suchiapa",972,0.0,0.0,16.622,-93.1048,54.1829,"Medio",0.848429
"Maíz","07","Chiapas","044","Ixtapa",4983,0.0,0.0,16.8035,-92.9059,51.6527,"Alto",0.80881
"Maíz","20","Oaxaca","172","San Juan Achiutla",75,0.0,0.0,17.3442,-97.5089,54.9727,"Bajo",0.860796
"Maíz","07","Chiapas","012","Berriozábal",1269,0.0,0.0,16.8003,-93.2733,53.2988,"Medio",0.834585
"Maíz","07","Chiapas","106","Venustiano Carranza",5001,0.0,0.0,16.3396,-92.5651,50.8537,"Alto",0.796298
"Maíz","07","Chiapas","061","Ocozocoautla de Espinosa",4547,0.0,0.0,16.7615,-93.3757,52.7896,"Medio",0.826612
"Maíz","07","Chiapas","058","Nicolás Ruíz",453,0.0,0.0,16.4371,-92.5854,51.4858,"Alto",0.806195
"Maíz","07","Chiapas","028","Chiapilla",482,0.0,0.0,16.5705,-92.72,51.6652,"Alto",0.809005
"Maíz","20","Oaxaca","372","Santa Catarina Yosonotú",159,408413.0,0.0,17.0205,-97.6621,48.2717,"Muy alto",0.755868
"Maíz","30","Veracruz de Ignacio de la Llave","023","Atzalan",1343,0.0,0.0,19.7891,-97.2441,51.5813,"Alto",0.807691
"Maíz","30","Veracruz de Ignacio de la Llave","001","Acajete",369,0.0,0.0,19.587,-97.0105,53.0622,"Medio",0.83088
"Maíz","20","Oaxaca","445","Santa María Yosoyúa",130,0.0,0.0,17.1202,-97.5148,53.5535,"Medio",0.838574
"Maíz","07","Chiapas","121","Rincón Chamula San Pedro",2137,0.0,0.0,17.2095,-92.9376,49.8625,"Alto",0.780778
"Maíz","07","Chiapas","027","Chiapa de Corzo",5673,0.0,0.0,16.708,-93.016,55.0371,"Bajo",0.861804
"Maíz","30","Veracruz de Ignacio de la Llave","124","Papantla",5591,0.0,0.0,20.4467,-97.3227,51.8642,"Alto",0.812121
"Maíz","30","Veracruz de Ignacio de la Llave","183","Tlapacoyan",14,0.0,0.0,19.9627,-97.2125,55.2633,"Bajo",0.865346
"Maíz","30","Veracruz de Ignacio de la Llave","158","Tecolutla",558,0.0,0.0,20.4774,-97.0085,52.3362,"Alto",0.819512
"Maíz","07","Chiapas","072","Pueblo Nuevo Solistahuacán",3646,0.0,0.0,17.1576,-92.8973,50.3948,"Alto",0.789113
"Maíz","12","Guerrero","010","Atlixtac",5659,52460200.0,0.0,17.5637,-98.9332,44.3202,"Muy alto",0.693993
"Maíz","30","Veracruz de Ignacio de la Llave","134","Puente Nacional",1049,0.0,0.0,19.3274,-96.4816,55.677,"Bajo",0.871824
"Maíz","30","Veracruz de Ignacio de la Llave","164","Teocelo",33,0.0,0.0,19.3863,-96.9722,56.1154,"Bajo",0.878689
"Maíz","07","Chiapas","047","Jitotol",2195,0.0,0.0,17.068,-92.8623,52.5191,"Alto",0.822376
"Maíz","30","Veracruz de Ignacio de la Llave","106","Miahuatlán",190,0.0,0.0,19.7075,-96.8699,53.8321,"Medio",0.842935
"Maíz","20","Oaxaca","371","Santa Catarina Ticuá",243,0.0,0.0,17.0712,-97.5349,50.9549,"Alto",0.797883
"Maíz","20","Oaxaca","326","San Pedro Sochiápam",579,2826080.0,0.0,17.8251,-96.6644,49.011,"Alto",0.767443
"Maíz","30","Veracruz de Ignacio de la Llave","191","Ursulo Galván",12,0.0,0.0,19.4064,-96.36,57.7184,"Muy bajo",0.903789
"Maíz","20","Oaxaca","392","Santa Lucía Monteverde",1073,2611290.0,0.0,16.9713,-97.6663,47.4821,"Muy alto",0.743503
"Maíz","30","Veracruz de Ignacio de la Llave","187","Tonayán",712,0.0,0.0,19.6829,-96.9215,52.3907,"Alto",0.820366
"Maíz","30","Veracruz de Ignacio de la Llave","177","Tlacolulan",598,0.0,0.0,19.6649,-97.0014,52.1027,"Alto",0.815856
"Maíz","30","Veracruz de Ignacio de la Llave","064","Chumatlán",330,3196600.0,0.0,20.2075,-97.5946,45.9447,"Muy alto",0.71943
"Maíz","12","Guerrero","035","Iguala de la Independencia",2401,0.0,0.0,18.3445,-99.5384,55.7896,"Bajo",0.873587
"Maíz","20","Oaxaca","073","Putla Villa de Guerrero",1385,0.0,0.0,17.0262,-97.9282,53.7123,"Medio",0.84106
"Maíz","30","Veracruz de Ignacio de la Llave","016","La Antigua",35,0.0,0.0,19.3668,-96.3714,57.8429,"Muy bajo",0.90574
"Maíz","07","Chiapas","013","Bochil",2712,0.0,0.0,16.9964,-92.8902,52.0225,"Alto",0.814599
"Maíz","20","Oaxaca","260","San Miguel Aloápam",323,0.0,0.0,17.4129,-96.6915,51.643,"Alto",0.808658
"Maíz","12","Guerrero","071","Xochistlahuaca",3854,32692500.0,0.0,16.7924,-98.2425,44.9632,"Muy alto",0.704062
"Maíz","07","Chiapas","118","San Andrés Duraznal",258,0.0,0.0,17.132,-92.805,49.3198,"Alto",0.77228
"Maíz","30","Veracruz de Ignacio de la Llave","010","Altotonga",4451,0.0,0.0,19.7661,-97.2455,53.0062,"Medio",0.830003
"Maíz","30","Veracruz de Ignacio de la Llave","112","Naolinco",476,0.0,0.0,19.6553,-96.8737,55.6844,"Bajo",0.871941
"Maíz","30","Veracruz de Ignacio de la Llave","114","Nautla",101,0.0,0.0,20.2092,-96.7741,54.2917,"Medio",0.850132
"Maíz","20","Oaxaca","447","Santa María Zacatepec",1567,0.0,0.0,16.7639,-97.9899,51.8378,"Alto",0.811708
"Maíz","07","Chiapas","014","El Bosque",1102,0.0,0.0,17.0622,-92.7214,50.0944,"Alto",0.784409
"Maíz","20","Oaxaca","050","Magdalena Peñasco",445,0.0,0.0,17.2363,-97.5515,49.5612,"Alto",0.776059
"Maíz","20","Oaxaca","222","San Juan Yaeé",100,0.0,0.0,17.4291,-96.2838,53.1903,"Medio",0.832886
"Maíz","27","Tabasco","015","Tacotalpa",3214,0.0,0.0,17.5918,-92.8263,54.3276,"Medio",0.850694
"Maíz","27","Tabasco","003","Centla",3102,0.0,0.0,18.5301,-92.6522,54.036,"Medio",0.846128
"Maíz","27","Tabasco","010","Jalpa de Méndez",866,0.0,0.0,18.1768,-93.0626,56.3321,"Bajo",0.882083
"Maíz","07","Chiapas","039","Huitiupán",3784,41658400.0,0.0,17.1732,-92.6859,48.921,"Alto",0.766035
"Maíz","27","Tabasco","013","Nacajuca",1137,0.0,0.0,18.1689,-93.02,57.7795,"Muy bajo",0.904747
"Maíz","27","Tabasco","012","Macuspana",3147,0.0,0.0,17.7564,-92.5941,54.3294,"Medio",0.850723
"Maíz","20","Oaxaca","037","Mesones Hidalgo",451,0.0,0.0,16.9154,-97.9665,49.3986,"Alto",0.773513
"Maíz","27","Tabasco","002","Cárdenas",2633,0.0,0.0,17.9894,-93.3769,55.9742,"Bajo",0.876478
"Maíz","27","Tabasco","009","Jalapa",835,0.0,0.0,17.7197,-92.8122,55.5079,"Bajo",0.869177
"Maíz","27","Tabasco","008","Huimanguillo",5776,0.0,0.0,17.8352,-93.3908,54.2023,"Medio",0.848733
"Maíz","30","Veracruz de Ignacio de la Llave","192","Vega de Alatorre",57,0.0,0.0,20.0275,-96.6498,55.869,"Bajo",0.874831
"Maíz","27","Tabasco","006","Cunduacán",1905,0.0,0.0,18.0654,-93.1743,55.471,"Bajo",0.868598
"Maíz","27","Tabasco","016","Teapa",284,0.0,0.0,17.5483,-92.953,55.5497,"Bajo",0.869831
"Maíz","27","Tabasco","004","Centro",3310,0.0,0.0,17.9878,-92.9194,58.7306,"Muy bajo",0.919639
"Maíz","27","Tabasco","005","Comalcalco",2669,0.0,0.0,18.266,-93.225,56.3286,"Bajo",0.882027
"Maíz","30","Veracruz de Ignacio de la Llave","166","Tepetlán",403,0.0,0.0,19.6739,-96.796,52.6832,"Medio",0.824946
"Maíz","27","Tabasco","014","Paraíso",86,0.0,0.0,18.3958,-93.2142,57.5774,"Muy bajo",0.901583
"Maíz","20","Oaxaca","269","San Miguel el Grande",637,0.0,0.0,17.0467,-97.6222,53.1428,"Medio",0.832143
"Maíz","30","Veracruz de Ignacio de la Llave","057","Chiconquiaco",742,0.0,0.0,19.7421,-96.8188,51.0062,"Alto",0.798686
"Maíz","30","Veracruz de Ignacio de la Llave","086","Jalacingo",2554,0.0,0.0,19.806,-97.3087,53.2019,"Medio",0.833068
"Maíz","30","Veracruz de Ignacio de la Llave","046","Cosautlán de Carvajal",43,0.0,0.0,19.3326,-96.9914,52.8315,"Medio",0.827268
"Maíz","30","Veracruz de Ignacio de la Llave","109","Misantla",1213,0.0,0.0,19.9286,-96.8527,55.4429,"Bajo",0.868159
"Maíz","30","Veracruz de Ignacio de la Llave","042","Colipa",248,0.0,0.0,19.924,-96.7267,51.452,"Alto",0.805667
"Maíz","30","Veracruz de Ignacio de la Llave","079","Ixhuacán de los Reyes",643,0.0,0.0,19.3559,-97.1153,52.1614,"Alto",0.816776
"Maíz","30","Veracruz de Ignacio de la Llave","087","Xalapa",124,0.0,0.0,19.5271,-96.9226,59.3088,"Muy bajo",0.928694
"Maíz","30","Veracruz de Ignacio de la Llave","095","Juchique de Ferrer",298,0.0,0.0,19.8412,-96.6947,52.4703,"Alto",0.821612
"Maíz","30","Veracruz de Ignacio de la Llave","009","Alto Lucero de Gutiérrez Barrios",795,0.0,0.0,19.6235,-96.7336,54.6371,"Bajo",0.855541
"Maíz","07","Chiapas","081","Simojovel",3147,30607200.0,0.0,17.1408,-92.7152,48.6987,"Muy alto",0.762554
"Maíz","27","Tabasco","011","Jonuta",3142,0.0,0.0,18.0907,-92.1387,53.318,"Medio",0.834886
"Maíz","12","Guerrero","009","Atlamajalcingo del Monte",1937,12717100.0,0.0,17.3117,-98.6051,42.5239,"Muy alto",0.665865
"Maíz","27","Tabasco","017","Tenosique",2772,0.0,0.0,17.4775,-91.4259,54.735,"Bajo",0.857073
"Maíz","27","Tabasco","001","Balancán",4055,0.0,0.0,17.8004,-91.5338,53.9658,"Medio",0.84503
"Maíz","27","Tabasco","007","Emiliano Zapata",617,0.0,0.0,17.7446,-91.7651,57.2754,"Muy bajo",0.896854
"Maíz","07","Chiapas","035","Frontera Hidalgo",664,0.0,0.0,14.7778,-92.176,52.3329,"Alto",0.81946
"Maíz","12","Guerrero","046","Ometepec",5613,0.0,0.0,16.6851,-98.4044,50.4401,"Alto",0.789822
"Maíz","30","Veracruz de Ignacio de la Llave","004","Actopan",965,0.0,0.0,19.5041,-96.6169,54.9864,"Bajo",0.861011
"Maíz","07","Chiapas","005","Amatán",2549,15876500.0,0.0,17.3728,-92.8191,48.7593,"Alto",0.763503
"Maíz","12","Guerrero","070","Xochihuehuetlán",840,0.0,0.0,17.9056,-98.4877,51.711,"Alto",0.809722
"Maíz","30","Veracruz de Ignacio de la Llave","025","Ayahualulco",2791,0.0,0.0,19.3516,-97.1488,49.6223,"Alto",0.777016
"Maíz","12","Guerrero","063","Tlacoapa",1872,13398200.0,0.0,17.2599,-98.7482,43.2358,"Muy alto",0.677013
"Maíz","07","Chiapas","037","Huehuetán",566,0.0,0.0,15.0185,-92.3842,52.5506,"Alto",0.82287
"Maíz","12","Guerrero","047","Pedro Ascencio Alquisiras",1312,30057700.0,0.0,18.5124,-99.887,42.9968,"Muy alto",0.673269
"Maíz","12","Guerrero","037","Ixcateopan de Cuauhtémoc",703,0.0,0.0,18.5025,-99.7936,52.1178,"Alto",0.816092
"Maíz","12","Guerrero","072","Zapotitlán Tablas",2652,25629700.0,0.0,17.4229,-98.7817,45.4487,"Muy alto",0.711663
"Maíz","12","Guerrero","049","Pilcaya",1043,0.0,0.0,18.7476,-99.6762,54.2026,"Medio",0.848737
"Maíz","20","Oaxaca","336","San Pedro Yólox",267,0.0,0.0,17.5884,-96.5516,52.8352,"Medio",0.827325
"Maíz","07","Chiapas","025","Chapultenango",1129,0.0,0.0,17.3404,-93.1301,51.5045,"Alto",0.806489
"Maíz","07","Chiapas","015","Cacahoatán",60,0.0,0.0,14.9898,-92.1681,54.5751,"Medio",0.85457
"Maíz","12","Guerrero","052","San Luis Acatlán",4786,171536000.0,0.0,16.8086,-98.7336,43.0321,"Muy alto",0.673822
"Maíz","30","Veracruz de Ignacio de la Llave","036","Coacoatzintla",255,0.0,0.0,19.6531,-96.9451,54.8633,"Bajo",0.859083
"Maíz","30","Veracruz de Ignacio de la Llave","092","Xico",843,0.0,0.0,19.4213,-97.0072,55.3059,"Bajo",0.866014
"Maíz","30","Veracruz de Ignacio de la Llave","050","Coxquihui",1003,13603400.0,0.0,20.1847,-97.5863,47.0941,"Muy alto",0.737427
"Maíz","20","Oaxaca","214","San Juan Quiotepec",199,0.0,0.0,17.6008,-96.5882,51.729,"Alto",0.810004
"Maíz","20","Oaxaca","419","Santa María Jaltianguis",51,0.0,0.0,17.3656,-96.5283,55.4138,"Bajo",0.867703
"Maíz","20","Oaxaca","128","San Cristóbal Lachirioag",99,0.0,0.0,17.336,-96.165,54.586,"Medio",0.854741
"Maíz","07","Chiapas","071","Villa Comaltitlán",707,0.0,0.0,15.2119,-92.576,52.1712,"Alto",0.816929
"Maíz","07","Chiapas","105","Unión Juárez",30,0.0,0.0,15.0607,-92.0819,53.8027,"Medio",0.842476
"Maíz","07","Chiapas","054","Mazatán",280,0.0,0.0,14.863,-92.4495,52.381,"Alto",0.820214
"Maíz","07","Chiapas","089","Tapachula",924,0.0,0.0,14.9111,-92.2643,55.5117,"Bajo",0.869235
"Maíz","07","Chiapas","045","Ixtapangajoya",325,0.0,0.0,17.4975,-93.0017,51.057,"Alto",0.799482
"Maíz","07","Chiapas","043","Ixtacomitán",290,0.0,0.0,17.4308,-93.0966,53.466,"Medio",0.837203
"Maíz","30","Veracruz de Ignacio de la Llave","156","Tatatila",401,0.0,0.0,19.6935,-97.1121,51.5486,"Alto",0.807179
"Maíz","30","Veracruz de Ignacio de la Llave","126","Paso de Ovejas",788,0.0,0.0,19.285,-96.4385,55.6369,"Bajo",0.871197
"Maíz","07","Chiapas","084","Solosuchiapa",797,0.0,0.0,17.4287,-93.0312,52.3586,"Alto",0.819862
"Maíz","12","Guerrero","059","Tepecoacuilco de Trujano",3125,0.0,0.0,18.287,-99.4667,50.4576,"Alto",0.790095
"Maíz","07","Chiapas","068","Pichucalco",546,0.0,0.0,17.5086,-93.1178,53.8689,"Medio",0.843512
"Maíz","07","Chiapas","040","Huixtla",254,0.0,0.0,15.138,-92.466,54.4885,"Medio",0.853214
"Maíz","20","Oaxaca","365","Santa Catarina Lachatao",170,0.0,0.0,17.2684,-96.4729,53.4916,"Medio",0.837603
"Maíz","07","Chiapas","102","Tuxtla Chico",1006,0.0,0.0,14.9402,-92.169,52.295,"Alto",0.818868
"Maíz","07","Chiapas","103","Tuzantán",214,0.0,0.0,15.1461,-92.4216,52.5582,"Alto",0.822989
"Maíz","07","Chiapas","055","Metapa",155,0.0,0.0,14.8373,-92.1909,53.7172,"Medio",0.841137
"Maíz","31","Yucatán","006","Buctzotz",61,0.0,0.0,21.2019,-88.7945,54.1461,"Medio",0.847853
"Maíz","31","Yucatán","057","Panabá",54,0.0,0.0,21.2969,-88.2712,54.5529,"Medio",0.854223
"Maíz","31","Yucatán","065","San Felipe",9,0.0,0.0,21.5676,-88.2321,55.8983,"Bajo",0.875289
"Maíz","31","Yucatán","070","Sucilá",13,0.0,0.0,21.1562,-88.3139,54.5581,"Medio",0.854304
"Maíz","31","Yucatán","061","Río Lagartos",7,0.0,0.0,21.5977,-88.158,54.1859,"Medio",0.848475
"Maíz","20","Oaxaca","311","San Pedro Jaltepetongo",79,85680.0,0.0,17.6878,-97.0349,47.823,"Muy alto",0.748842
"Maíz","20","Oaxaca","303","San Pedro Cajonos",69,0.0,0.0,17.1687,-96.2606,52.9416,"Medio",0.828992
"Maíz","12","Guerrero","018","Copala",815,0.0,0.0,16.6088,-98.9786,52.027,"Alto",0.81467
"Maíz","30","Veracruz de Ignacio de la Llave","172","Texistepec",1922,0.0,0.0,17.8943,-94.8153,50.8699,"Alto",0.796552
"Maíz","20","Oaxaca","335","San Pedro Yaneri",35,0.0,0.0,17.4194,-96.3546,51.8211,"Alto",0.811446
"Maíz","20","Oaxaca","296","San Pablo Macuiltianguis",78,0.0,0.0,17.5343,-96.5536,54.5514,"Medio",0.854199
"Maíz","20","Oaxaca","244","San Martín Toxpalan",229,0.0,0.0,18.1007,-97.059,52.4573,"Alto",0.821409
"Maíz","30","Veracruz de Ignacio de la Llave","039","Coatzacoalcos",38,0.0,0.0,18.1379,-94.453,58.7812,"Muy bajo",0.920431
"Maíz","20","Oaxaca","355","Santa Ana Cuauhtémoc",120,0.0,0.0,17.9838,-96.7947,50.8065,"Alto",0.795559
"Maíz","20","Oaxaca","249","San Mateo Yoloxochitlán",112,0.0,0.0,18.1437,-96.8684,50.5871,"Alto",0.792124
"Maíz","20","Oaxaca","545","Teotitlán de Flores Magón",150,0.0,0.0,18.1323,-97.0707,55.6923,"Bajo",0.872063
"Maíz","20","Oaxaca","058","Mazatlán Villa de Flores",2000,5422730.0,0.0,18.0326,-96.9137,45.9454,"Muy alto",0.719442
"Maíz","20","Oaxaca","206","San Juan de los Cués",223,0.0,0.0,18.0469,-97.0597,52.4907,"Alto",0.821931
"Maíz","20","Oaxaca","163","San Jerónimo Tecóatl",335,0.0,0.0,18.1669,-96.9132,50.3106,"Alto",0.787795
"Maíz","20","Oaxaca","322","San Pedro Ocopetatillo",28,43165.4,0.0,18.1849,-96.9132,47.4097,"Muy alto",0.74237
"Maíz","20","Oaxaca","019","Concepción Pápalo",361,0.0,0.0,17.8414,-96.8814,51.3476,"Alto",0.804032
"Maíz","20","Oaxaca","257","San Melchor Betaza",80,0.0,0.0,17.2524,-96.1544,50.5229,"Alto",0.791118
"Maíz","20","Oaxaca","416","Santa María Ixcatlán",47,0.0,0.0,17.8516,-97.1905,50.839,"Alto",0.796069
"Maíz","30","Veracruz de Ignacio de la Llave","206","Nanchital de Lázaro Cárdenas del Río",4,0.0,0.0,18.0721,-94.4112,58.7088,"Muy bajo",0.919297
"Maíz","20","Oaxaca","527","Santos Reyes Pápalo",220,0.0,0.0,17.8047,-96.8609,50.8723,"Alto",0.796589
"Maíz","20","Oaxaca","490","Santiago Texcalcingo",743,0.0,0.0,18.2082,-96.9688,50.2237,"Alto",0.786433
"Maíz","20","Oaxaca","354","Santa Ana Ateixtlahuaca",68,136368.0,0.0,18.2106,-96.9064,48.4829,"Muy alto",0.759174
"Maíz","20","Oaxaca","431","Santa María Tecomavaca",70,0.0,0.0,17.9563,-97.0244,53.9155,"Medio",0.844242
"Maíz","20","Oaxaca","142","San Francisco Huehuetlán",363,0.0,0.0,18.1976,-96.9478,49.1642,"Alto",0.769844
"Maíz","20","Oaxaca","330","San Pedro Teutila",516,0.0,0.0,17.977,-96.7057,51.7173,"Alto",0.809821
"Maíz","20","Oaxaca","041","Huautla de Jiménez",1753,2260060.0,0.0,18.1304,-96.8462,47.7316,"Muy alto",0.74741
"Maíz","20","Oaxaca","171","San José Tenango",1502,3820170.0,0.0,18.1508,-96.7172,37.956,"Muy alto",0.594339
"Maíz","20","Oaxaca","434","Santa María Teopoxco",1554,0.0,0.0,18.1667,-96.9551,49.7015,"Alto",0.778256
"Maíz","20","Oaxaca","425","Santa María Pápalo",485,0.0,0.0,17.7842,-96.7974,51.43,"Alto",0.805322
"Maíz","12","Guerrero","051","Quechultenango",5994,0.0,0.0,17.4092,-99.2408,49.329,"Alto",0.772424
"Maíz","20","Oaxaca","029","Eloxochitlán de Flores Magón",318,365352.0,0.0,18.1769,-96.8761,47.919,"Muy alto",0.750345
"Maíz","20","Oaxaca","228","San Lorenzo Cuaunecuiltitla",111,0.0,0.0,18.2065,-96.9131,49.4559,"Alto",0.77441
"Maíz","20","Oaxaca","116","San Bartolomé Ayautla",771,3021490.0,0.0,18.0318,-96.6715,47.7122,"Muy alto",0.747107
"Maíz","20","Oaxaca","234","San Lucas Zoquiápam",815,1523970.0,0.0,18.1362,-96.9064,46.4118,"Muy alto",0.726744
"Maíz","30","Veracruz de Ignacio de la Llave","116","Oluta",178,0.0,0.0,17.9282,-94.8969,54.8078,"Bajo",0.858214
"Maíz","30","Veracruz de Ignacio de la Llave","145","Soconusco",296,0.0,0.0,17.9629,-94.8811,54.99,"Bajo",0.861067
"Maíz","30","Veracruz de Ignacio de la Llave","073","Hueyapan de Ocampo",3576,0.0,0.0,18.1519,-95.1427,52.4786,"Alto",0.821742
"Maíz","30","Veracruz de Ignacio de la Llave","149","Soteapan",4391,117332000.0,0.0,18.2295,-94.8728,48.4459,"Muy alto",0.758595
"Maíz","20","Oaxaca","406","Santa María Chilchotla",2037,5896560.0,0.0,18.2342,-96.8305,40.8113,"Muy alto",0.639048
"Maíz","30","Veracruz de Ignacio de la Llave","104","Mecayapan",1544,0.0,0.0,18.2215,-94.8376,50.692,"Alto",0.793766
"Maíz","30","Veracruz de Ignacio de la Llave","089","Jáltipan",1523,0.0,0.0,17.9661,-94.7217,55.3152,"Bajo",0.866158
"Maíz","20","Oaxaca","396","Santa María la Asunción",124,124474.0,0.0,18.1082,-96.8194,44.8422,"Muy alto",0.702167
"Maíz","30","Veracruz de Ignacio de la Llave","059","Chinameca",633,0.0,0.0,18.0178,-94.6831,54.1765,"Medio",0.848329
"Maíz","30","Veracruz de Ignacio de la Llave","082","Ixhuatlán del Sureste",45,0.0,0.0,18.0228,-94.3937,55.0802,"Bajo",0.862479
"Maíz","30","Veracruz de Ignacio de la Llave","144","Sayula de Alemán",1160,0.0,0.0,17.881,-94.9601,52.7892,"Medio",0.826606
"Maíz","30","Veracruz de Ignacio de la Llave","003","Acayucan",2602,0.0,0.0,17.9488,-94.9139,54.9717,"Bajo",0.860781
"Maíz","30","Veracruz de Ignacio de la Llave","210","Uxpanapa",2308,0.0,0.0,17.276,-94.4513,51.3426,"Alto",0.803954
"Maíz","30","Veracruz de Ignacio de la Llave","122","Pajapan",1095,0.0,0.0,18.2617,-94.6918,51.4271,"Alto",0.805277
"Maíz","30","Veracruz de Ignacio de la Llave","142","San Juan Evangelista",2082,0.0,0.0,17.8861,-95.1401,52.6997,"Medio",0.825204
"Maíz","30","Veracruz de Ignacio de la Llave","091","Jesús Carranza",1603,0.0,0.0,17.4349,-95.0263,51.9686,"Alto",0.813757
"Maíz","20","Oaxaca","187","San Juan Coatzóspam",245,0.0,0.0,18.0497,-96.7633,49.9259,"Alto",0.78177
"Maíz","30","Veracruz de Ignacio de la Llave","111","Moloacán",53,0.0,0.0,17.9888,-94.3471,55.0405,"Bajo",0.861858
"Maíz","30","Veracruz de Ignacio de la Llave","120","Oteapan",19,0.0,0.0,17.9995,-94.6666,54.9002,"Bajo",0.859661
"Maíz","30","Veracruz de Ignacio de la Llave","204","Agua Dulce",110,0.0,0.0,18.1383,-94.1472,56.4553,"Bajo",0.884012
"Maíz","30","Veracruz de Ignacio de la Llave","209","Tatahuicapan de Juárez",1026,0.0,0.0,18.2464,-94.7602,51.5278,"Alto",0.806853
"Maíz","30","Veracruz de Ignacio de la Llave","108","Minatitlán",3993,0.0,0.0,17.991,-94.5484,56.574,"Muy bajo",0.88587
"Maíz","20","Oaxaca","169","San José Independencia",207,739757.0,0.0,18.2398,-96.6461,42.1286,"Muy alto",0.659675
"Maíz","30","Veracruz de Ignacio de la Llave","199","Zaragoza",209,0.0,0.0,17.9557,-94.6424,54.3045,"Medio",0.850334
"Maíz","30","Veracruz de Ignacio de la Llave","048","Cosoleacaque",1414,0.0,0.0,17.9986,-94.6357,56.7043,"Muy bajo",0.88791
