cultivo,cve_ent,entidad,cve_mun,municipio,productores,escenario_precio,escenario_marginacion,latitud,longitud,im,gm
Frijol,21,Puebla,001,Acajete,119,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,253,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,913,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1971,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,53,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,22,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,217,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,92,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,198,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,46,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,132,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,88,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,428,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,31,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,10,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,475,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,37,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,942,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,216,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,489,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,212,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,378,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1357,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,161,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,56,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,992,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,168,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,33,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,115,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,29,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,310,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,739,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,79,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,322,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,86,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,24,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,23,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,100,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,323,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,218,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,250,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,204,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,8,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,353,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,229,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,303,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,246,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,169,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,434,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,70,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,346,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,99,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,417,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,249,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1121,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,52,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,221,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1268,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,560,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,985,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,45,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,68,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,76,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,20,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,150,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,39,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,110,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,471,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,333,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,337,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,235,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,19,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,16,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,568,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,334,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,80,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,220,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,178,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,298,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,379,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,893,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,112,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,114,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,63,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,12,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,375,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,291,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,248,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,54,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,332,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,627,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,174,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,50,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,393,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,17,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1095,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1148,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1043,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,5,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1107,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,286,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,488,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,590,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,190,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,570,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,514,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,105,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,116,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,48,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,38,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,593,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,573,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,27,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,118,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,385,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,130,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,240,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,341,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,680,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,113,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,234,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1592,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1542,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,1032,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,926,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,32,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,21,Puebla,001,Acajete,425,2.1,5.1,19.1049,-97.9527,54.187,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,362,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,784,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,297,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,1838,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,901,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,172,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,309,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,112,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,427,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,779,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,443,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,54,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,303,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,1166,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,69,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,711,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,334,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,22,Querétaro,001,Amealco de Bonfil,270,2.1,5.1,20.1864,-100.144,52.6385,Medio
Frijol,23,Quintana Roo,001,Cozumel,2735,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,24,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,301,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,641,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,305,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,7,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,113,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,515,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,23,Quintana Roo,001,Cozumel,17,2.1,5.1,20.5038,-86.9576,58.6783,Muy bajo
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,629,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,597,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,861,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,81,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,145,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,426,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,248,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,8,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,16,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,603,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,40,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,169,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,194,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,128,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,786,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,45,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,41,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,288,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,626,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,1019,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,525,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,284,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,1479,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,63,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,229,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,325,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,54,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,37,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,99,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,154,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,1925,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,78,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,65,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,163,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,476,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,39,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,226,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,94,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,214,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,68,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,160,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,577,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,874,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,264,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,47,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,4088,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,334,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,304,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,15,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,768,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,158,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,51,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,184,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,24,San Luis Potosí,001,Ahualulco del Sonido 13,57,2.1,5.1,22.4001,-101.167,52.7831,Medio
Frijol,25,Sinaloa,001,Ahome,225,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,3,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,209,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,76,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,17,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,30,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,477,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,11,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,55,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,292,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,25,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,43,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,106,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,179,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,18,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,42,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,275,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,25,Sinaloa,001,Ahome,1,2.1,5.1,25.7834,-108.994,58.6651,Muy bajo
Frijol,26,Sonora,001,Aconchi,1,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,279,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,3,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,5,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,0,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,22,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,2,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,14,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,9,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,4,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,46,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,29,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,7,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,35,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,26,Sonora,001,Aconchi,98,2.1,5.1,29.826,-110.229,57.1759,Muy bajo
Frijol,27,Tabasco,001,Balancán,602,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,362,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,619,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,286,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,536,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,271,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,35,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,1042,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,183,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,195,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,43,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,445,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,66,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,15,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,451,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,92,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,27,Tabasco,001,Balancán,440,2.1,5.1,17.8004,-91.5338,53.9658,Medio
Frijol,28,Tamaulipas,001,Abasolo,30,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,33,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,12,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,160,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,16,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,50,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,28,2.1,5.1,24.0608,-98.3743,56.328,Bajo
Frijol,28,Tamaulipas,001,Abasolo,19,2.1,5.1,24.0608,-98.3743,56.328,Bajo
